list_no,list_nm,account_cd,account_nm,within_account_nm,still_otm
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13H,기타부채_특별계정미지급금,특별계정미지급금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13H0,기타부채_특별계정미지급금_퇴직보험,퇴직보험,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13H1,기타부채_특별계정미지급금_퇴직연금,퇴직연금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13H2,기타부채_특별계정미지급금_변액보험,변액보험,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13H3,기타부채_특별계정미지급금_기타,기타,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13I,기타부채_이연법인세부채,이연법인세부채,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13J,기타부채_임대보증금,임대보증금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13J0,기타부채_임대보증금_(현재가치할인차금),(현재가치할인차금),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13K,기타부채_퇴직급여채무,퇴직급여채무,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13K0,기타부채_퇴직급여채무_확정급여채무,확정급여채무,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13K1,기타부채_퇴직급여채무_미인식보험수리적손익,미인식보험수리적손익,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13K2,기타부채_퇴직급여채무_미인식과거근무원가,미인식과거근무원가,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13K3,기타부채_퇴직급여채무_사외적립자산,사외적립자산,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13K30,기타부채_퇴직급여채무_사외적립자산_퇴직연금운용자산,퇴직연금운용자산,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13K31,기타부채_퇴직급여채무_사외적립자산_기타사외적립자산,기타사외적립자산,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13N,기타부채_파생상품부채,파생상품부채,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13N0,기타부채_파생상품부채_(매매목적파생상품),(매매목적파생상품),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13N1,기타부채_파생상품부채_(헤지목적파생상품),(헤지목적파생상품),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13N2,기타부채_파생상품부채_이자율관련,이자율관련,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13N3,기타부채_파생상품부채_통화관련,통화관련,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13N4,기타부채_파생상품부채_주식관련,주식관련,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13N5,기타부채_파생상품부채_신용관련,신용관련,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13N6,기타부채_파생상품부채_기타,기타,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13O,기타부채_그밖의기타부채,그밖의기타부채,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13P,기타부채_신탁계정차,신탁계정차,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13Q,기타부채_복구충당부채,복구충당부채,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13R,기타부채_채무보증충당부채,채무보증충당부채,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13S,기타부채_요구불상환지분,요구불상환지분,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13S0,기타부채_요구불상환지분_상환우선주,상환우선주,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A13S1,기타부채_요구불상환지분_기타,기타,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A14,특별계정부채,특별계정부채,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A141,특별계정부채_퇴직보험,퇴직보험,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A142,특별계정부채_변액보험,변액보험,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A143,특별계정부채_퇴직연금,퇴직연금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A144,특별계정부채_(특별계정미수금),(특별계정미수금),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1A,(보험계약부채),(보험계약부채),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1B,(투자계약부채),(투자계약부채),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1C,(계약자지분조정),(계약자지분조정),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1D,(단기매매금융부채),(단기매매금융부채),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1E,(당기손익인식지정금융부채),(당기손익인식지정금융부채),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1F,(상각후원가측정금융부채),(상각후원가측정금융부채),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1G,(위험회피회계적용파생상품부채),(위험회피회계적용파생상품부채),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1H,(비금융부채),(비금융부채),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1I,(매각예정처분자산집단에포함된부채),(매각예정처분자산집단에포함된부채),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A1J,(특별계정부채),(특별계정부채),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A2,자본총계,자본총계,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A21,자본금,자본금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A210,자본금_(수권주식수),(수권주식수),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A211,자본금_(발행주식수),(발행주식수),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A212,자본금_보통주자본금,보통주자본금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A2120,자본금_보통주자본금_(발행보통주식수),(발행보통주식수),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A213,자본금_우선주자본금,우선주자본금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A2130,자본금_우선주자본금_(발행우선주식수),(발행우선주식수),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A22,자본잉여금,자본잉여금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A222,자본잉여금_재평가적립금,재평가적립금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A223,자본잉여금_주식발행초과금,주식발행초과금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A224,자본잉여금_감자차익,감자차익,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A225,자본잉여금_기타자본잉여금,기타자본잉여금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A23,이익잉여금,이익잉여금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A231,이익잉여금_이익준비금,이익준비금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A232,이익잉여금_기타법정적립금,기타법정적립금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A2320,이익잉여금_기타법정적립금_(기업합리화적립금),(기업합리화적립금),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A233,이익잉여금_임의적립금,임의적립금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A234,이익잉여금_처분전이익잉여금,처분전이익잉여금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A2340,이익잉여금_처분전이익잉여금_(당기순이익 또는 당기순손실),(당기순이익 또는 당기순손실),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A235,이익잉여금_대손준비금,대손준비금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A24,자본조정,자본조정,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A241,자본조정_주식할인발행차금,주식할인발행차금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A242,자본조정_자기주식,자기주식,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A244,기타포괄손익누계액_매도가능금융자산 평가손익,기타포괄손익누계액_매도가능금융자산 평가손익,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A245,기타포괄손익누계액_해외사업환산손익,기타포괄손익누계액_해외사업환산손익,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A246,기타포괄손익누계액_현금흐름위험회피파생상품평가손익,기타포괄손익누계액_현금흐름위험회피파생상품평가손익,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A2460,기타포괄손익누계액_파생상품평가손익_현금흐름위험회피평가이익,기타포괄손익누계액_파생상품평가손익_현금흐름위험회피평가이익,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A2461,기타포괄손익누계액_파생상품평가손익_현금흐름위험회피평가손실,기타포괄손익누계액_파생상품평가손익_현금흐름위험회피평가손실,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A247,자본조정_기타자본조정,기타자본조정,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A248,기타포괄손익누계액,기타포괄손익누계액,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A249,기타포괄손익누계액_특별계정기타포괄손익누계액,기타포괄손익누계액_특별계정기타포괄손익누계액,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A24A,기타포괄손익누계액_기타,기타포괄손익누계액_기타,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A24B,기타포괄손익누계액_재평가잉여금,기타포괄손익누계액_재평가잉여금,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A24C,기타포괄손익누계액_관계·종속기업투자주식평가손익,기타포괄손익누계액_관계·종속기업투자주식평가손익,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A25,신종자본증권,신종자본증권,0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A250,신종자본증권_(할인발행차금)(-),(할인발행차금)(-),0
SH004,요약재무상태표(부채 및 자본(22.12월 이전)),A251,신종자본증권_(할증발행차금)(+),(할증발행차금)(+),0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A,자산총계,자산총계,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A1,현금과예치금,현금과예치금,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A10,현금과예치금_현금,현금,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A11,현금과예치금_당좌예금,당좌예금,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A12,현금과예치금_보통예금,보통예금,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A13,현금과예치금_정기예금,정기예금,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A14,현금과예치금_기타예금,기타예금,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A15,현금과예치금_금전신탁,금전신탁,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A16,현금과예치금_증거금,증거금,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A2,유가증권,유가증권,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A2B,유가증권_당기손익인식증권,당기손익인식증권,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A2B0,유가증권_당기손익인식증권_(단기매매증권),(단기매매증권),0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A2B1,유가증권_당기손익인식증권_(당기손익인식지정증권),(당기손익인식지정증권),0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A2B2,유가증권_당기손익인식증권_주식,주식,0
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A2B3,유가증권_당기손익인식증권_채권,채권,0
